Datum,Wettkampf,Gerät,Mannschaft,Turner,D-Note,Endwert,Score
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Ringe,TG Allgäu,"Zurlini, Umberto","4,2","13,00",5
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Ringe,TG Wangen-Eisenharz,"Merath, Stefan","3,4","10,00",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Ringe,TG Allgäu,"Eisenring, Linus","3,5","12,10",4
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Ringe,TG Wangen-Eisenharz,"Teiber, Jakob","3,5","10,80",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Ringe,TG Allgäu,"Viehmann, Bastian","3,5","11,30",3
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Ringe,TG Wangen-Eisenharz,"Kimmerle, Felix","3,3","10,75",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Sprung,TG Allgäu,"Urbin, Michael","4,0","12,50",2
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Sprung,TG Wangen-Eisenharz,"von Kirn, Julian","3,2","12,20",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Sprung,TG Allgäu,"Eberle, Stephan","4,0","12,55",3
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Sprung,TG Wangen-Eisenharz,"Kimmerle, Felix","3,2","12,00",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Sprung,TG Allgäu,"Zurlini, Umberto","4,8","13,75",4
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Sprung,TG Wangen-Eisenharz,"Ruchti, Finn","3,2","11,85",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Sprung,TG Allgäu,"Eisenring, Linus","4,0","12,55",2
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Sprung,TG Wangen-Eisenharz,"Drechsel, Manuel","4,0","12,25",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Barren,TG Allgäu,"Eberle, Stephan","3,2","11,55",2
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Barren,TG Wangen-Eisenharz,"Schober, Pascal","3,7","11,25",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Barren,TG Allgäu,"Urbin, Michael","3,3","11,95",4
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Barren,TG Wangen-Eisenharz,"Mittmann, Moritz","3,0","10,25",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Barren,TG Allgäu,"Zurlini, Umberto","4,7","12,80",4
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Barren,TG Wangen-Eisenharz,"Kimmerle, Felix","3,3","11,50",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Barren,TG Allgäu,"Urbin, Stephan","3,5","12,30",1
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Barren,TG Wangen-Eisenharz,"Drechsel, Manuel","3,5","12,15",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Reck,TG Allgäu,"Eisenring, Linus","3,1","11,45",3
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Reck,TG Wangen-Eisenharz,"Müller, Hannes","2,6","10,85",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Reck,TG Allgäu,"Gottwald, Julian","3,0","10,85",2
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Reck,TG Wangen-Eisenharz,"von Kirn, Julian","2,5","10,35",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Reck,TG Allgäu,"Urbin, Michael","3,5","11,75",4
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Reck,TG Wangen-Eisenharz,"Kimmerle, Felix","2,7","10,15",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Reck,TG Allgäu,"Zurlini, Umberto","4,3","12,25",3
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Reck,TG Wangen-Eisenharz,"Drechsel, Manuel","3,1","11,70",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Boden,TG Wangen-Eisenharz,"Mittmann, Moritz","3,3","11,80",3
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Boden,KTT Heilbronn,"Schaaf, Jonas","3,7","11,05",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Boden,TG Wangen-Eisenharz,"Ruf, Elias","3,8","11,40",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Boden,KTT Heilbronn,"Hofmann, Jakob","3,9","12,10",3
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Boden,TG Wangen-Eisenharz,"Drechsel, Manuel","4,0","11,70",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Boden,KTT Heilbronn,"Thiele, Moritz","3,4","11,65",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Boden,TG Wangen-Eisenharz,"von Kirn, Julian","4,4","12,70",5
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Boden,KTT Heilbronn,"Payer, Stefan","4,0","10,20",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Pferd,TG Wangen-Eisenharz,"Kimmerle, Felix","3,1","10,65",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Pferd,KTT Heilbronn,"Schuster, Axel","2,9","10,90",1
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Pferd,TG Wangen-Eisenharz,"Ruf, Elias","2,7","9,80",1
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Pferd,KTT Heilbronn,"Hofmann, Jakob","3,4","9,60",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Pferd,TG Wangen-Eisenharz,"Mittmann, Moritz","3,1","11,25",5
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Pferd,KTT Heilbronn,"Thiele, Moritz","2,6","7,80",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Pferd,TG Wangen-Eisenharz,"Schober, Pascal","4,2","11,00",5
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Pferd,KTT Heilbronn,"Braun, Dominik","2,9","7,40",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Ringe,TG Wangen-Eisenharz,"Teiber, Jakob","3,5","10,50",3
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Ringe,KTT Heilbronn,"Payer, Stefan","2,9","9,60",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Ringe,TG Wangen-Eisenharz,"Ruf, Elias","3,8","11,45",4
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Ringe,KTT Heilbronn,"Schaaf, Jonas","2,8","10,35",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Ringe,TG Wangen-Eisenharz,"Drechsel, Manuel","3,5","10,95",4
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Ringe,KTT Heilbronn,"Staufert, Colin","2,6","9,00",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Ringe,TG Wangen-Eisenharz,"Steinhauser, Nico","3,2","11,55",5
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Ringe,KTT Heilbronn,"Storz, Patrick","2,7","7,35",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Sprung,TG Wangen-Eisenharz,"Ruf, Elias","3,2","12,10",1
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Sprung,KTT Heilbronn,"Binder, Julius","3,2","11,90",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Sprung,TG Wangen-Eisenharz,"Kimmerle, Felix","3,2","11,50",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Sprung,KTT Heilbronn,"Thiele, Moritz","3,2","11,40",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Sprung,TG Wangen-Eisenharz,"Drechsel, Manuel","4,0","12,75",3
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Sprung,KTT Heilbronn,"Payer, Stefan","3,2","11,90",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Sprung,TG Wangen-Eisenharz,"von Kirn, Julian","3,2","12,00",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Sprung,KTT Heilbronn,"Hofmann, Jakob","4,0","12,55",3
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Barren,TG Wangen-Eisenharz,"Kimmerle, Felix","3,3","11,05",2
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Barren,KTT Heilbronn,"Schaaf, Jonas","2,5","10,70",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Barren,TG Wangen-Eisenharz,"Drechsel, Manuel","3,8","11,10",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Barren,KTT Heilbronn,"Storz, Patrick","2,4","11,30",1
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Barren,TG Wangen-Eisenharz,"Mittmann, Moritz","3,5","12,05",4
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Barren,KTT Heilbronn,"Staufert, Colin","2,4","10,45",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Barren,TG Wangen-Eisenharz,"Schober, Pascal","3,7","11,15",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Barren,KTT Heilbronn,"Schuster, Axel","2,5","11,30",1
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Reck,TG Wangen-Eisenharz,"Kimmerle, Felix","2,7","10,90",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Reck,KTT Heilbronn,"Schaaf, Jonas","2,9","10,80",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Reck,TG Wangen-Eisenharz,"von Kirn, Julian","2,5","10,75",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Reck,KTT Heilbronn,"Schuster, Axel","2,1","10,80",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Reck,TG Wangen-Eisenharz,"Drechsel, Manuel","3,1","11,40",4
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Reck,KTT Heilbronn,"Payer, Stefan","2,6","9,90",0
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Reck,TG Wangen-Eisenharz,"Ruf, Elias","3,0","11,05",3
30.09.2023,TG Wangen-Eisenharz - KTT Heilbronn,Reck,KTT Heilbronn,"Hofmann, Jakob","2,0","10,15",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Boden,TG Wangen-Eisenharz,"von Kirn, Julian","4,3","11,75",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Boden,TSG Backnang,"Cocks, Jonathan","3,8","11,75",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Boden,TG Wangen-Eisenharz,"Ruf, Elias","4,0","9,75",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Boden,TSG Backnang,"Kuhn, Björn","3,5","11,55",4
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Boden,TG Wangen-Eisenharz,"Mittmann, Moritz","3,4","11,45",2
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Boden,TSG Backnang,"Böckheler, Urs","3,6","11,15",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Boden,TG Wangen-Eisenharz,"Drechsel, Manuel","4,0","11,85",4
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Boden,TSG Backnang,"Tasol, Tim","3,7","10,10",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Pferd,TG Wangen-Eisenharz,"Kimmerle, Felix","3,1","11,05",4
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Pferd,TSG Backnang,"Ellinger, Florian","2,7","9,70",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Pferd,TG Wangen-Eisenharz,"Ruf, Elias","2,7","10,60",5
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Pferd,TSG Backnang,"Wullert, Bastian","2,6","5,40",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Pferd,TG Wangen-Eisenharz,"Schober, Pascal","3,7","9,70",5
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Pferd,TSG Backnang,"Kuhn, Björn","2,6","7,45",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Pferd,TG Wangen-Eisenharz,"Mittmann, Moritz","4,1","12,15",4
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Pferd,TSG Backnang,"Cocks, Jonathan","3,0","10,40",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Ringe,TG Wangen-Eisenharz,"Teiber, Jakob","3,5","11,00",3
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Ringe,TSG Backnang,"Bauer, Timo","2,7","10,25",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Ringe,TG Wangen-Eisenharz,"Drechsel, Manuel","3,4","11,50",4
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Ringe,TSG Backnang,"Ellinger, Florian","3,1","10,30",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Ringe,TG Wangen-Eisenharz,"Steinhauser, Nico","3,2","11,60",3
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Ringe,TSG Backnang,"Kuhn, Björn","3,2","10,65",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Ringe,TG Wangen-Eisenharz,"Ruf, Elias","4,0","10,30",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Ringe,TSG Backnang,"Wullert, Bastian","2,9","10,65",2
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Sprung,TG Wangen-Eisenharz,"von Kirn, Julian","3,2","11,95",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Sprung,TSG Backnang,"Tasol, Tim","4,0","13,05",4
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Sprung,TG Wangen-Eisenharz,"Ruf, Elias","4,0","12,70",3
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Sprung,TSG Backnang,"Fischer, Tom","3,2","11,90",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Sprung,TG Wangen-Eisenharz,"Drechsel, Manuel","4,0","12,55",2
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Sprung,TSG Backnang,"Kuhn, Björn","3,2","12,05",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Sprung,TG Wangen-Eisenharz,"Kimmerle, Felix","4,0","12,40",2
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Sprung,TSG Backnang,"Cocks, Jonathan","3,2","12,00",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Barren,TG Wangen-Eisenharz,"Mittmann, Moritz","3,4","9,30",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Barren,TSG Backnang,"Kuhn, Björn","2,7","11,55",5
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Barren,TG Wangen-Eisenharz,"Ruf, Elias","3,3","11,50",2
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Barren,TSG Backnang,"Ellinger, Florian","2,5","11,10",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Barren,TG Wangen-Eisenharz,"Schober, Pascal","3,7","12,05",3
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Barren,TSG Backnang,"Tasol, Tim","2,5","11,25",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Barren,TG Wangen-Eisenharz,"Drechsel, Manuel","3,5","11,85",3
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Barren,TSG Backnang,"Dörksen, Luca","3,0","11,25",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Reck,TG Wangen-Eisenharz,"Kimmerle, Felix","2,9","11,05",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Reck,TSG Backnang,"Wullert, Bastian","2,5","10,95",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Reck,TG Wangen-Eisenharz,"Ruchti, Finn","3,0","10,40",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Reck,TSG Backnang,"Kuhn, Björn","2,6","11,05",3
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Reck,TG Wangen-Eisenharz,"Ruf, Elias","2,9","9,85",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Reck,TSG Backnang,"Ellinger, Florian","2,5","9,75",0
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Reck,TG Wangen-Eisenharz,"Drechsel, Manuel","2,7","9,25",10
14.10.2023,TG Wangen-Eisenharz - TSG Backnang,Reck,TSG Backnang,"Cocks, Jonathan","2,2","2,90",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Boden,TG Wangen-Eisenharz,"von Kirn, Julian","4,3","11,65",1
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Boden,TSV Unterföhring,"Bircks, Oliver","3,8","11,40",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Boden,TG Wangen-Eisenharz,"Mittmann, Moritz","3,3","11,05",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Boden,TSV Unterföhring,"Isztl, Daniel","3,5","11,30",1
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Boden,TG Wangen-Eisenharz,"Drechsel, Manuel","4,0","11,10",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Boden,TSV Unterföhring,"Miggitsch, Martin","4,6","12,45",4
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Boden,TG Wangen-Eisenharz,"Ruchti, Finn","3,8","10,35",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Boden,TSV Unterföhring,"Wolf, Sebastian","3,9","10,60",1
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Pferd,TG Wangen-Eisenharz,"Kimmerle, Felix","3,1","9,95",2
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Pferd,TSV Unterföhring,"Eiglmeier, Christoph","2,6","9,45",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Pferd,TG Wangen-Eisenharz,"Schober, Pascal","3,4","8,00",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Pferd,TSV Unterföhring,"Miggitsch, Martin","3,9","11,65",5
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Pferd,TG Wangen-Eisenharz,"Mittmann, Moritz","3,9","12,05",5
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Pferd,TSV Unterföhring,"Bircks, Oliver","2,5","9,00",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Pferd,TG Wangen-Eisenharz,"Ruf, Elias","2,7","9,50",3
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Pferd,TSV Unterföhring,"Schweiger, Samuel","3,0","8,65",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Ringe,TG Wangen-Eisenharz,"Drechsel, Manuel","3,3","10,35",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Ringe,TSV Unterföhring,"Bircks, Florian","2,4","10,30",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Ringe,TG Wangen-Eisenharz,"Ruf, Elias","3,5","9,75",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Ringe,TSV Unterföhring,"Bircks, Oliver","2,9","10,90",4
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Ringe,TG Wangen-Eisenharz,"Teiber, Jakob","3,5","10,80",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Ringe,TSV Unterföhring,"Eiglmeier, Christoph","3,3","10,90",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Ringe,TG Wangen-Eisenharz,"Steinhauser, Nico","3,1","11,45",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Ringe,TSV Unterföhring,"Zander, Daniel","5,1","13,50",5
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Sprung,TG Wangen-Eisenharz,"Ruf, Elias","4,0","11,05",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Sprung,TSV Unterföhring,"Bircks, Oliver","4,0","12,60",4
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Sprung,TG Wangen-Eisenharz,"Kimmerle, Felix","4,0","12,95",2
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Sprung,TSV Unterföhring,"Eiglmeier, Christoph","4,0","12,55",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Sprung,TG Wangen-Eisenharz,"von Kirn, Julian","3,2","12,20",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Sprung,TSV Unterföhring,"Miggitsch, Martin","4,8","13,50",4
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Sprung,TG Wangen-Eisenharz,"Drechsel, Manuel","4,0","12,80",4
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Sprung,TSV Unterföhring,"Bircks, Florian","4,8","11,40",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Barren,TG Wangen-Eisenharz,"Mittmann, Moritz","3,5","12,30",3
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Barren,TSV Unterföhring,"Bircks, Oliver","2,5","11,65",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Barren,TG Wangen-Eisenharz,"Kimmerle, Felix","3,3","11,60",1
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Barren,TSV Unterföhring,"Isztl, Daniel","3,2","11,35",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Barren,TG Wangen-Eisenharz,"Schober, Pascal","3,7","11,45",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Barren,TSV Unterföhring,"Zander, Daniel","3,8","12,70",4
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Barren,TG Wangen-Eisenharz,"Drechsel, Manuel","3,5","11,90",10
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Barren,TSV Unterföhring,"Eiglmeier, Christoph","2,2","4,00",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Reck,TG Wangen-Eisenharz,"Kimmerle, Felix","2,7","10,40",1
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Reck,TSV Unterföhring,"Isztl, Daniel","2,9","10,25",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Reck,TG Wangen-Eisenharz,"Drechsel, Manuel","3,1","11,05",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Reck,TSV Unterföhring,"Marin Ogalla, Pablo","3,6","12,00",3
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Reck,TG Wangen-Eisenharz,"Ruf, Elias","3,0","11,15",2
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Reck,TSV Unterföhring,"Bircks, Oliver","2,8","10,85",0
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Reck,TG Wangen-Eisenharz,"von Kirn, Julian","2,6","10,85",3
28.10.2023,TG Wangen-Eisenharz - TSV Unterföhring,Reck,TSV Unterföhring,"Wolf, Sebastian","2,9","10,30",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Boden,TSG Backnang,"Böckheler, Urs","3,6","11,25",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Boden,Grötzingen-Karlsruhe,"Richter, Marco","3,7","11,70",2
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Boden,TSG Backnang,"Kuhn, Björn","3,4","10,15",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Boden,Grötzingen-Karlsruhe,"Weiss, Sverre","3,9","12,00",4
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Boden,TSG Backnang,"Cocks, Jonathan","3,8","11,30",3
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Boden,Grötzingen-Karlsruhe,"Kramer, Julius","3,3","10,30",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Boden,TSG Backnang,"Sirosh, Nikita","4,3","11,70",3
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Boden,Grötzingen-Karlsruhe,"Bertsch, Julian","3,1","11,05",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Pferd,TSG Backnang,"Kuhn, Björn","2,7","10,65",5
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Pferd,Grötzingen-Karlsruhe,"Rudat, Jens","2,8","7,65",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Pferd,TSG Backnang,"Ellinger, Florian","2,7","9,55",2
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Pferd,Grötzingen-Karlsruhe,"Roth, Tobias","2,5","9,15",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Pferd,TSG Backnang,"Wullert, Bastian","2,8","10,35",5
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Pferd,Grötzingen-Karlsruhe,"Richter, Marco","2,4","7,70",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Pferd,TSG Backnang,"Cocks, Jonathan","2,5","8,80",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Pferd,Grötzingen-Karlsruhe,"Brücher, Björn","2,6","10,05",4
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Ringe,TSG Backnang,"Bauer, Timo","2,7","9,90",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Ringe,Grötzingen-Karlsruhe,"Roth, Tobias","2,5","10,65",3
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Ringe,TSG Backnang,"Wullert, Bastian","2,6","9,70",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Ringe,Grötzingen-Karlsruhe,"Huber, Leo","2,9","10,15",2
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Ringe,TSG Backnang,"Ellinger, Florian","3,0","9,95",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Ringe,Grötzingen-Karlsruhe,"Brücher, Björn","2,5","10,00",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Ringe,TSG Backnang,"Kuhn, Björn","3,2","9,60",3
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Ringe,Grötzingen-Karlsruhe,"Bertsch, Julian","2,6","8,95",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Sprung,TSG Backnang,"Kuhn, Björn","3,2","12,00",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Sprung,Grötzingen-Karlsruhe,"Kramer, Julius","3,2","12,10",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Sprung,TSG Backnang,"Cocks, Jonathan","3,2","11,90",2
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Sprung,Grötzingen-Karlsruhe,"Huber, Leo","2,4","11,45",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Sprung,TSG Backnang,"Fischer, Tom","3,2","11,90",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Sprung,Grötzingen-Karlsruhe,"Eder, Neyén Eitan","3,2","12,20",2
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Sprung,TSG Backnang,"Tasol, Tim","4,0","12,45",3
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Sprung,Grötzingen-Karlsruhe,"Schneider, Sebastian","3,2","11,50",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Barren,TSG Backnang,"Ellinger, Florian","2,5","10,65",0
